Acceleration,Ballcontrol,Finishing,GKdiving,Aggression,POS
62,68,46,6,63,MID
45,32,19,68,23,GK
70,61,22,15,64,MID
57,67,46,8,74,MID
66,71,50,13,83,MID
71,69,70,8,58,MID
50,23,13,65,28,GK
61,68,70,14,81,MID
60,22,12,70,37,GK
65,70,46,15,61,MID
63,55,23,7,67,MID
66,65,39,11,80,MID
49,42,15,69,29,GK
57,66,50,10,73,MID
70,58,36,10,60,MID
71,68,36,15,72,MID
45,23,15,69,20,GK
69,63,36,5,64,MID
41,20,12,69,39,GK
53,53,24,16,69,MID
74,68,19,13,70,MID
68,67,43,11,70,MID
62,77,47,14,70,MID
39,17,9,69,34,GK
68,69,45,12,63,MID
64,57,40,10,66,MID
52,60,34,12,69,MID
71,62,26,5,69,MID
41,19,20,69,18,GK
65,62,24,14,70,MID
72,65,59,6,60,MID
53,66,48,15,78,MID
48,18,15,69,18,GK
67,70,47,15,72,MID
62,56,30,7,70,MID
62,60,42,8,62,MID
59,48,31,12,69,MID
62,63,50,15,75,MID
68,68,63,8,60,MID
64,66,35,11,67,MID
55,69,62,14,57,MID
54,64,58,12,72,MID
57,67,58,9,64,MID
67,70,58,11,49,MID
58,64,54,6,83,MID
69,70,42,11,67,MID
54,58,25,10,67,MID
54,58,23,9,74,MID
75,70,66,14,48,MID
54,61,45,9,69,MID
74,65,54,16,70,MID
74,70,40,8,66,MID
66,58,25,9,60,MID
63,69,46,10,64,MID
62,45,19,7,76,MID
64,61,49,11,71,MID
68,46,13,9,64,MID
51,63,41,15,60,MID
64,58,20,9,60,MID
67,65,52,7,38,MID
74,67,52,8,36,MID
25,20,10,69,27,GK
62,66,27,15,72,MID
66,61,63,9,72,MID
71,64,35,15,79,MID
74,69,59,15,59,MID
58,53,41,13,83,MID
68,62,39,8,67,MID
57,67,42,10,73,MID
53,50,13,8,65,MID
68,73,52,7,72,MID
66,66,31,14,60,MID
41,18,19,71,19,GK
53,55,28,14,68,MID
68,65,44,10,71,MID
65,64,39,7,63,MID
64,70,42,6,52,MID
45,25,11,68,22,GK
65,65,53,15,68,MID
55,73,63,14,68,MID
75,67,37,13,63,MID
50,51,29,11,66,MID
69,63,55,9,84,MID
74,66,58,9,63,MID
63,61,37,10,76,MID
55,68,39,8,77,MID
72,68,51,13,68,MID
64,62,70,7,56,MID
69,42,24,14,78,MID
64,58,29,6,75,MID
69,60,15,6,68,MID
51,58,20,14,68,MID
70,62,50,9,78,MID
71,60,27,11,67,MID
64,53,30,8,66,MID
33,19,12,62,22,GK
75,62,33,7,67,MID
74,73,62,15,46,MID
48,25,19,67,20,GK
70,52,23,10,70,MID
50,40,23,63,43,GK
67,52,21,12,64,MID
65,70,62,6,58,MID
68,63,29,15,50,MID
73,68,60,14,69,MID
64,51,40,12,57,MID
75,62,52,10,61,MID
62,63,44,6,72,MID
32,22,11,69,34,GK
67,73,64,14,44,MID
74,66,34,14,73,MID
67,64,53,7,84,MID
39,19,11,67,16,GK
53,67,55,7,81,MID
72,66,43,8,65,MID
46,24,15,67,37,GK
51,43,26,10,87,MID
67,66,29,13,68,MID
75,64,50,9,61,MID
66,67,40,13,60,MID
69,54,36,14,84,MID
50,21,15,68,21,GK
69,61,43,13,71,MID
58,60,48,13,79,MID
38,14,12,67,30,GK
74,59,50,9,70,MID
74,62,54,6,65,MID
72,66,48,9,61,MID
54,15,25,65,37,GK
63,56,25,11,64,MID
66,62,51,12,75,MID
46,22,14,66,42,GK
69,70,70,9,33,MID
56,69,63,12,71,MID
59,72,53,13,74,MID
74,64,22,14,60,MID
72,51,39,13,48,MID
65,67,62,15,76,MID
65,55,28,12,60,MID
61,54,24,12,83,MID
75,64,51,10,63,MID
66,60,33,13,81,MID
68,57,31,14,59,MID
65,41,25,14,66,MID
59,39,35,12,66,MID
55,38,18,13,74,MID
39,18,10,67,39,GK
74,64,49,15,71,MID
39,19,19,68,16,GK
55,71,66,13,64,MID
73,70,37,8,70,MID
41,52,22,9,67,DEF
63,53,47,13,64,MID
75,63,58,7,31,MID
69,64,49,11,66,MID
61,62,46,13,66,MID
31,17,13,66,24,GK
60,56,25,15,82,MID
66,64,29,13,65,MID
71,68,36,9,62,MID
68,64,56,11,66,MID
66,68,39,7,63,MID
61,65,48,12,73,MID
68,65,25,10,60,MID
51,42,22,6,72,MID
44,16,10,70,22,GK
65,57,36,16,62,MID
43,24,16,68,25,GK
67,66,53,11,84,MID
50,59,39,8,66,MID
58,68,58,11,61,MID
39,23,16,68,27,GK
25,16,8,69,21,GK
72,67,63,8,73,MID
29,25,15,65,22,GK
67,64,31,13,79,MID
41,20,11,67,35,GK
61,35,17,9,73,MID
53,49,17,16,74,MID
58,45,34,16,67,MID
70,70,55,10,46,MID
72,72,62,11,50,MID
61,71,41,12,55,MID
50,65,43,13,76,MID
59,67,42,11,73,MID
48,22,15,65,40,GK
66,58,25,10,61,MID
68,71,58,7,40,MID
60,66,31,9,72,MID
69,66,30,8,69,MID
34,34,13,69,37,GK
73,62,71,11,64,MID
46,42,11,67,29,GK
68,59,34,11,71,MID
53,52,28,12,56,MID
48,18,13,69,18,GK
62,65,48,15,65,MID
48,15,20,69,36,GK
60,61,36,10,60,MID
74,65,43,15,77,MID
58,70,53,15,71,MID
33,15,12,70,20,GK
71,48,17,14,70,MID
66,69,59,11,58,MID
34,19,14,67,31,GK
69,70,45,15,56,MID
33,19,6,65,36,GK
72,63,29,6,58,MID
55,65,48,14,72,MID
55,18,16,72,24,GK
54,23,21,62,22,GK
71,67,63,11,60,MID
70,65,41,11,70,MID
61,50,42,7,63,MID
57,47,46,16,84,MID
75,66,61,8,57,MID
36,22,8,65,15,GK
71,73,67,8,55,MID
68,68,63,7,57,MID
64,69,60,8,66,MID
48,38,17,67,35,GK
40,24,13,68,18,GK
55,27,19,69,26,GK
68,67,63,13,59,MID
67,60,17,7,75,MID
75,72,44,6,59,MID
42,17,16,67,24,GK
52,11,19,70,23,GK
42,20,19,69,19,GK
55,51,32,10,69,MID
54,70,52,12,67,MID
75,66,37,14,72,MID
54,37,24,15,67,MID
66,56,35,14,64,MID
64,67,35,14,60,MID
74,71,55,7,73,MID
60,64,49,11,72,MID
64,51,40,12,57,MID
66,57,32,6,58,MID
46,25,11,68,22,GK
51,60,49,10,74,MID
63,56,40,8,73,MID
71,52,34,6,65,MID
71,65,57,12,63,MID
66,58,31,10,63,MID
22,18,15,60,21,GK
73,62,29,7,63,MID
67,61,30,6,68,MID
58,54,54,7,70,MID
64,68,65,16,59,MID
56,62,59,10,74,MID
55,58,25,16,69,MID
62,54,34,13,73,MID
68,54,30,15,52,MID
45,18,17,68,19,GK
56,58,31,6,69,MID
60,38,22,13,58,MID
32,32,14,68,23,GK
74,68,58,9,69,MID
55,71,66,13,64,MID
52,50,21,9,82,MID
73,58,12,13,67,MID
58,66,56,15,68,MID
70,65,29,13,65,MID
74,63,37,12,64,MID
31,13,5,70,24,GK
22,20,14,69,13,GK
68,67,55,6,75,MID
65,67,58,13,58,MID
40,17,12,66,31,GK
41,21,16,71,19,GK
75,63,41,9,65,MID
43,12,9,69,36,GK
62,61,33,11,64,MID
54,36,23,6,61,MID
60,57,49,15,75,MID
57,50,19,9,70,MID
73,61,40,8,67,MID
51,69,58,9,39,MID
34,16,11,68,35,GK
68,65,43,7,67,MID
75,65,49,14,63,MID
51,60,24,14,72,MID
58,45,34,16,67,MID
61,62,11,12,69,MID
63,54,30,9,61,MID
69,56,28,15,65,MID
55,41,23,7,81,MID
61,68,42,14,59,MID
64,67,55,13,44,MID
66,67,55,8,61,MID
68,71,58,7,40,MID
71,62,19,8,72,MID
61,60,28,14,75,MID
41,34,11,68,24,GK
56,61,38,8,73,MID
58,60,31,16,77,MID
72,62,44,15,73,MID
61,55,36,10,63,MID
75,64,35,10,69,MID
69,66,57,12,51,MID
68,67,50,11,63,MID
65,65,51,16,84,MID
33,19,11,67,40,GK
67,64,42,15,66,MID
69,72,61,5,52,MID
62,64,29,9,65,MID
42,27,13,66,25,GK
47,13,13,68,35,GK
65,67,62,10,86,MID
31,23,10,67,12,GK
70,68,40,16,70,MID
45,20,13,70,23,GK
69,58,29,8,74,MID
81,68,45,9,67,DEF
65,64,53,9,70,MID
74,63,26,12,66,MID
63,47,21,8,64,MID
70,62,32,13,75,MID
50,66,45,12,77,MID
49,20,13,71,29,GK
34,13,2,72,36,GK
70,62,33,12,58,MID
70,65,46,14,71,MID
54,52,12,9,65,MID
68,51,23,3,68,MID
75,70,57,8,85,MID
57,61,41,7,74,MID
65,64,59,7,77,MID
70,70,34,9,64,MID
65,77,60,11,54,MID
71,71,59,7,49,MID
58,30,16,8,44,MID
70,60,32,14,87,MID
57,63,37,14,84,MID
64,35,20,12,65,MID
63,69,55,8,67,MID
65,68,53,6,66,MID
58,69,53,15,73,MID
51,54,29,13,72,MID
72,67,30,14,74,MID
61,67,53,9,73,MID
71,58,22,7,62,MID
59,57,27,7,50,MID
75,65,40,14,62,MID
64,68,54,10,69,MID
69,66,28,14,73,MID
64,43,30,12,69,MID
62,64,51,8,78,MID
71,69,36,14,55,MID
73,47,18,11,90,MID
54,52,19,9,60,MID
48,20,14,63,32,GK
51,40,28,10,70,MID
66,61,41,16,61,MID
44,26,13,67,34,GK
72,64,38,6,75,MID
64,56,36,10,61,MID
67,65,45,8,63,MID
73,73,51,14,43,MID
41,22,11,66,33,GK
47,30,12,67,39,GK
64,51,34,7,69,MID
54,50,20,5,74,MID
27,24,13,68,23,GK
58,71,50,16,60,MID
71,59,22,11,68,MID
60,41,26,12,68,MID
68,59,34,15,54,MID
67,58,28,11,65,MID
72,64,34,16,74,MID
39,22,13,65,31,GK
68,66,62,12,67,MID
66,63,50,13,75,MID
44,13,20,62,13,GK
55,56,17,8,67,MID
67,68,51,12,73,MID
75,64,34,9,58,MID
51,21,18,70,45,GK
48,22,14,71,20,GK
65,57,32,14,74,MID
53,58,47,14,64,MID
55,68,58,10,70,MID
70,63,44,8,74,MID
61,65,35,15,75,MID
74,66,43,7,64,MID
73,60,24,13,69,MID
63,67,52,12,73,MID
38,18,17,73,28,GK
67,53,36,7,78,MID
68,69,61,8,64,MID
72,52,32,14,74,MID
73,67,53,9,57,MID
69,53,32,13,63,MID
57,52,31,11,79,MID
70,60,38,7,67,MID
51,60,22,16,65,MID
55,63,42,10,59,MID
55,60,38,14,66,MID
54,35,25,65,37,GK
61,39,20,9,73,MID
46,24,34,66,32,GK
42,21,19,70,24,GK
62,60,33,15,79,MID
67,73,48,6,68,MID
34,36,15,70,39,GK
74,58,35,9,37,MID
69,51,39,15,65,MID
61,63,39,16,52,MID
69,60,32,13,70,MID
46,22,13,69,19,GK
68,67,29,8,63,MID
64,65,45,16,64,MID
27,19,10,68,17,GK
60,61,63,13,71,MID
64,59,40,8,74,MID
56,24,15,72,16,GK
75,70,58,10,66,MID
50,63,51,7,74,MID
66,68,35,5,70,MID
50,17,20,63,43,GK
43,33,13,64,39,GK
73,68,62,11,59,MID
65,63,34,14,68,MID
62,56,29,8,67,MID
68,62,36,15,80,MID
72,69,40,14,68,MID
52,67,41,15,72,MID
73,66,39,15,70,MID
48,24,18,68,34,GK
53,12,13,73,36,GK
55,51,17,14,51,MID
69,55,34,11,67,MID
59,58,34,11,78,MID
38,21,16,66,31,GK
68,64,30,13,59,MID
74,65,45,14,63,MID
71,65,53,8,73,MID
68,68,62,7,40,MID
68,61,49,7,71,MID
41,32,13,72,22,GK
62,64,33,12,64,MID
57,64,70,14,82,MID
57,60,35,13,69,MID
70,70,30,6,64,MID
53,46,20,8,74,MID
64,66,64,6,57,MID
44,14,13,67,20,GK
74,60,34,9,67,MID
53,53,52,7,60,MID
75,68,35,6,65,MID
72,63,46,7,69,MID
62,61,25,11,69,MID
65,62,30,7,74,MID
71,67,49,16,78,MID
61,61,29,9,50,MID
70,64,41,14,72,MID
74,66,52,12,68,MID
75,64,49,8,62,MID
71,69,49,9,62,MID
53,26,20,70,25,GK
74,67,48,12,60,MID
69,60,72,14,58,MID
23,14,7,62,24,GK
67,69,56,11,52,MID
66,68,51,8,70,MID
64,66,49,14,68,MID
71,68,55,10,55,MID
67,63,50,11,62,MID
75,63,43,7,84,MID
63,56,40,8,73,MID
63,70,47,7,67,MID
41,21,18,66,24,GK
57,64,50,12,70,MID
70,72,52,6,56,MID
55,13,14,76,45,GK
67,54,35,15,58,MID
54,44,36,11,74,MID
68,60,62,6,71,MID
64,62,55,11,61,MID
74,70,62,10,49,MID
74,69,47,12,55,MID
54,12,14,72,40,GK
66,72,58,8,69,MID
67,63,26,9,75,MID
68,34,29,11,58,MID
45,26,14,67,26,GK
54,36,16,12,69,MID
74,64,53,14,47,MID
63,61,26,6,67,MID
69,64,66,12,72,MID
31,21,11,67,25,GK
70,66,36,9,66,MID
75,62,38,8,65,MID
66,53,27,13,76,MID
46,20,17,69,27,GK
68,55,42,12,68,MID
65,68,64,7,65,MID
61,67,58,12,55,MID
46,16,14,70,27,GK
65,67,58,7,70,MID
70,64,29,9,87,MID
68,45,20,6,75,MID
42,20,12,65,30,GK
67,57,29,11,67,MID
67,70,57,9,59,MID
30,20,7,64,40,GK
65,58,50,9,62,MID
42,34,14,66,37,GK
67,62,34,7,74,MID
68,66,51,9,58,MID
50,66,57,14,67,MID
62,71,48,13,64,MID
63,65,62,7,63,MID
44,18,17,66,27,GK
69,51,41,16,74,MID
68,65,41,8,70,MID
65,67,49,7,59,MID
69,55,19,13,73,MID
69,52,27,6,53,MID
44,20,14,67,45,GK
58,50,27,9,67,MID
63,65,59,8,73,MID
72,64,40,12,67,MID
36,34,14,69,45,GK
33,22,11,62,25,GK
35,19,11,70,20,GK
69,66,63,7,74,MID
63,65,56,13,72,MID
68,66,56,15,54,MID
54,62,49,8,61,MID
70,68,60,6,58,MID
58,69,47,11,77,MID
54,45,37,13,80,MID
53,64,35,9,86,MID
72,55,11,12,58,MID
58,50,27,9,74,MID
74,54,36,7,67,MID
58,9,14,67,35,GK
65,70,66,12,61,MID
69,69,45,6,59,MID
67,67,45,15,72,MID
62,65,40,14,66,MID
73,68,59,14,69,MID
59,66,50,8,59,MID
75,67,51,15,88,MID
68,41,35,10,61,MID
74,68,55,16,59,MID
66,64,45,6,62,MID
67,68,67,10,63,MID
68,71,58,10,27,MID
59,62,32,9,76,MID
69,60,63,9,80,MID
61,64,64,11,71,MID
53,59,37,9,76,MID
63,71,40,12,66,MID
62,70,57,7,64,MID
58,54,39,11,67,MID
50,63,44,14,57,MID
60,60,56,14,77,MID
65,65,48,13,72,MID
73,68,58,8,44,MID
74,63,37,11,58,MID
68,59,53,8,68,MID
54,42,28,15,65,MID
67,66,44,7,71,MID
27,18,12,69,35,GK
69,67,59,14,72,MID
51,62,24,8,74,MID
60,71,58,8,65,MID
62,48,39,10,67,MID
65,64,45,8,72,MID
50,49,23,14,70,MID
67,62,28,8,66,MID
16,16,12,62,30,GK
52,64,58,11,77,MID
61,58,36,5,68,MID
64,66,55,12,61,MID
67,68,52,13,68,MID
73,65,54,11,57,MID
68,49,29,6,65,MID
65,58,49,15,74,MID
63,65,40,13,59,MID
75,66,38,13,69,MID
69,68,60,14,49,MID
38,24,10,68,39,GK
69,67,44,11,74,MID
71,68,59,21,33,MID
67,66,35,10,58,MID
62,58,41,8,91,MID
61,50,42,7,63,MID
54,58,35,7,73,MID
68,73,64,8,40,MID
45,21,19,67,24,GK
68,55,38,14,74,MID
67,63,51,11,68,MID
51,65,22,14,84,MID
59,30,15,66,25,GK
55,53,39,8,72,MID
74,59,39,11,58,MID
54,57,29,15,63,MID
50,66,21,7,58,MID
39,21,11,65,30,GK
51,68,55,7,73,MID
61,68,52,14,62,MID
29,30,12,67,15,GK
69,64,20,11,70,MID
74,67,37,10,69,MID
69,56,22,12,73,MID
64,63,30,6,73,MID
60,56,23,12,69,MID
42,20,12,64,23,GK
45,23,14,65,34,GK
31,15,14,65,18,GK
73,65,37,10,56,MID
66,47,24,14,55,MID
71,69,42,9,77,MID
59,16,10,68,32,GK
61,55,29,9,72,MID
63,63,46,6,61,MID
40,24,14,65,28,GK
67,64,45,9,72,MID
74,61,36,14,81,MID
52,44,23,15,69,MID
53,46,25,13,69,MID
45,21,12,64,29,GK
72,64,62,7,46,MID
69,58,23,8,60,MID
68,61,39,12,74,MID
75,55,26,11,68,MID
68,53,30,7,75,MID
58,67,54,6,69,MID
72,63,33,7,70,MID
53,64,32,13,60,MID
68,61,59,14,87,MID
70,72,57,12,45,MID
66,66,34,16,71,MID
73,62,52,6,73,MID
53,16,17,65,22,GK
58,55,40,11,66,MID
67,68,54,7,56,MID
75,64,39,14,71,MID
75,60,54,8,60,MID
67,64,56,14,75,MID
62,66,63,16,68,MID
67,64,33,16,67,MID
70,59,49,11,64,MID
59,68,49,16,61,MID
20,17,7,71,27,GK
65,64,38,10,69,MID
57,62,24,12,65,MID
31,17,15,67,38,GK
63,70,70,6,47,MID
73,59,57,13,61,MID
65,64,28,15,71,MID
66,66,51,10,66,MID
71,61,49,8,74,MID
62,61,17,15,69,MID
71,67,52,9,63,MID
65,43,22,14,67,MID
51,26,11,67,40,GK
62,68,55,9,64,MID
73,68,20,13,55,MID
59,63,49,13,61,MID
74,64,39,15,70,MID
53,20,12,68,35,GK
63,73,42,15,38,MID
55,69,41,8,58,MID
50,63,32,10,71,MID
64,69,53,12,65,MID
74,62,56,6,70,MID
56,61,32,16,62,MID
56,49,22,8,69,MID
64,65,66,8,48,MID
65,65,55,9,55,MID
54,62,39,11,72,MID
74,61,32,15,63,MID
53,69,52,7,68,MID
36,19,11,67,27,GK
53,73,65,6,50,MID
73,64,52,9,58,MID
64,73,51,16,79,MID
68,59,32,7,71,MID
51,61,39,11,71,MID
48,22,15,70,40,GK
58,50,32,9,63,MID
70,65,65,8,68,MID
63,67,29,12,73,MID
71,59,47,12,70,MID
64,64,42,13,68,MID
55,59,47,6,85,MID
64,45,26,12,60,MID
60,67,55,23,72,MID
66,62,41,11,76,MID
75,66,38,14,64,MID
40,23,20,65,30,GK
62,53,33,7,63,MID
66,70,60,15,63,MID
18,17,10,69,19,GK
74,61,27,9,57,MID
53,15,15,68,41,GK
73,63,66,10,64,MID
62,68,48,6,74,MID
66,67,54,10,75,MID
70,60,42,10,74,MID
67,65,43,13,75,MID
74,72,64,8,60,MID
66,63,36,13,71,MID
55,65,56,14,73,MID
56,66,52,12,61,MID
51,60,37,10,73,MID
72,66,45,9,60,MID
54,49,23,15,75,MID
75,68,45,15,68,MID
75,45,24,14,86,MID
59,64,60,12,72,MID
66,39,34,16,82,MID
53,43,30,14,51,MID
64,64,61,13,75,MID
62,53,26,15,64,MID
68,63,25,15,53,MID
66,63,22,5,67,MID
63,56,42,16,54,MID
26,22,12,66,23,GK
34,20,11,67,28,GK
74,59,34,16,76,MID
32,25,8,68,25,GK
59,49,31,7,75,MID
53,67,34,8,73,MID
65,62,41,11,76,MID
68,65,59,9,52,MID
50,21,19,67,26,GK
65,61,35,7,60,MID
68,65,31,16,63,MID
75,66,61,7,58,MID
66,58,17,13,50,MID
35,24,11,68,24,GK
72,63,47,12,73,MID
75,65,57,8,64,MID
62,63,24,8,63,MID
41,35,11,63,24,GK
48,19,13,64,41,GK
66,50,37,9,72,MID
75,67,17,9,65,MID
74,66,53,10,66,MID
34,23,13,68,25,GK
51,63,57,7,72,MID
55,37,17,14,54,MID
63,63,40,14,58,MID
71,66,62,7,77,MID
72,49,31,12,81,MID
65,72,60,6,62,MID
53,35,24,13,68,MID
67,58,40,8,59,MID
73,64,66,12,63,MID
65,63,51,9,78,MID
68,68,63,10,55,MID
55,60,52,13,72,MID
60,49,35,9,55,MID
31,24,9,64,25,GK
68,64,29,6,62,MID
65,66,56,9,68,MID
60,64,53,6,69,MID
72,65,47,12,73,MID
72,65,51,10,68,MID
52,68,59,15,69,MID
74,61,35,10,71,MID
74,62,37,16,61,MID
69,41,20,8,66,MID
73,39,24,16,72,MID
55,42,16,9,69,MID
62,67,25,12,58,MID
69,53,61,15,70,MID
50,17,7,65,33,GK
65,50,42,11,61,MID
67,51,31,15,52,MID
71,63,50,8,33,MID
67,60,24,9,70,MID
68,63,52,8,66,MID
64,68,34,13,66,MID
15,17,7,67,16,GK
73,60,41,6,66,MID
74,67,47,14,64,MID
27,18,9,67,26,GK
74,66,40,14,48,MID
73,56,28,7,58,MID
26,13,9,64,23,GK
65,61,51,6,71,MID
68,68,58,7,60,MID
68,59,35,7,58,MID
64,66,45,9,66,MID
73,59,57,13,61,MID
53,65,36,13,61,MID
72,62,22,13,74,MID
42,30,15,67,28,GK
69,70,55,11,60,MID
52,24,15,63,20,GK
53,65,44,10,75,MID
39,24,15,66,29,GK
65,48,25,10,67,MID
74,56,19,15,68,MID
50,45,19,9,65,MID
53,12,12,64,44,GK
49,22,9,67,24,GK
33,23,13,66,34,GK
73,60,30,12,66,MID
64,67,53,12,66,MID
64,64,56,12,65,MID
57,56,42,6,70,MID
75,62,36,7,60,MID
55,31,29,9,59,MID
60,61,58,14,61,MID
51,58,25,13,47,MID
68,68,50,7,50,MID
71,64,52,9,82,MID
60,65,32,8,57,MID
69,68,61,9,55,MID
59,62,49,9,75,MID
73,64,62,15,62,MID
71,68,63,11,54,MID
52,67,60,14,62,MID
38,8,6,63,23,GK
57,57,27,8,56,MID
68,59,51,13,65,MID
57,63,45,8,81,MID
63,63,43,16,56,MID
22,10,6,69,18,GK
67,53,36,12,81,MID
75,59,27,12,62,MID
66,47,29,11,55,MID
69,68,65,8,58,MID
29,21,10,63,19,GK
68,68,48,10,51,MID
55,15,11,66,23,GK
75,73,65,11,71,MID
40,23,8,70,25,GK
70,66,55,14,71,MID
74,59,32,13,60,MID
54,67,62,6,63,MID
64,57,40,12,64,MID
70,64,59,11,57,MID
44,21,10,62,38,GK
51,68,42,12,70,MID
71,58,24,10,54,MID
64,51,37,11,66,MID
67,55,41,7,66,MID
69,67,42,14,75,MID
71,56,22,10,64,MID
30,18,19,65,33,GK
47,73,58,9,88,DEF
75,66,40,10,60,MID
73,61,45,15,72,MID
65,63,35,10,62,MID
54,63,36,12,61,MID
63,65,52,7,65,MID
68,64,35,11,65,MID
45,30,12,65,43,GK
74,66,52,7,53,MID
74,65,19,8,70,MID
63,62,43,13,72,MID
66,65,53,13,71,MID
22,30,20,65,23,GK
53,14,14,64,37,GK
73,39,26,14,73,MID
61,54,20,6,64,MID
58,45,21,9,49,MID
45,20,19,64,21,GK
64,63,53,11,74,MID
70,65,33,10,73,MID
73,54,34,15,60,MID
54,67,62,11,60,MID
53,61,28,8,69,MID
62,48,28,9,65,MID
40,17,15,66,16,GK
55,32,20,13,78,MID
68,53,43,8,73,MID
54,56,18,8,71,MID
74,73,52,14,77,MID
62,32,38,11,69,MID
56,67,63,11,70,MID
65,75,50,7,60,MID
71,69,55,7,46,MID
70,51,36,7,58,MID
52,23,15,64,27,GK
68,62,57,12,68,MID
74,64,54,13,61,MID
64,65,26,8,52,MID
67,58,56,15,80,MID
61,60,33,13,68,MID
75,66,54,15,62,MID
35,21,15,67,20,GK
64,62,25,9,50,MID
69,61,46,12,80,MID
54,63,56,8,84,MID
40,29,11,68,25,GK
68,68,52,8,68,MID
73,67,49,9,63,MID
71,68,28,12,63,MID
75,68,48,16,70,MID
75,61,23,6,58,MID
68,66,59,9,83,MID
65,61,22,8,60,MID
71,66,60,13,79,MID
66,68,57,7,55,MID
74,66,52,10,77,MID
58,61,32,9,68,MID
69,65,56,11,55,MID
70,67,60,16,73,MID
41,19,16,68,45,GK
66,66,49,8,69,MID
74,66,59,7,62,MID
35,44,29,13,51,DEF
44,25,9,65,25,GK
66,70,62,11,59,MID
67,47,24,8,68,MID
68,67,56,9,69,MID
50,59,24,11,69,MID
62,17,16,70,22,GK
75,70,48,15,65,MID
64,67,64,5,74,MID
72,60,51,9,61,MID
75,66,28,5,67,MID
62,50,26,11,71,MID
62,55,40,10,77,MID
67,48,40,11,67,MID
66,67,54,10,68,MID
57,51,24,9,76,MID
62,49,36,14,61,MID
66,59,29,10,61,MID
55,55,39,13,75,MID
61,69,62,8,70,MID
75,65,51,10,30,MID
31,11,6,70,24,GK
73,63,59,13,52,MID
32,14,14,69,32,GK
69,57,31,9,65,MID
64,67,51,14,52,MID
64,66,42,6,67,MID
60,68,34,15,62,MID
43,12,7,66,17,GK
59,59,23,11,62,MID
67,64,57,15,75,MID
55,56,33,12,94,MID
69,44,20,6,71,MID
58,56,21,6,79,MID
73,64,54,16,71,MID
65,66,48,11,75,MID
68,69,51,8,67,MID
71,62,63,14,60,MID
73,60,54,6,66,MID
38,21,19,68,29,GK
58,71,35,10,69,MID
65,44,24,8,64,MID
66,66,62,11,66,MID
64,63,57,16,78,MID
52,61,33,16,74,MID
74,64,35,16,65,MID
73,64,54,7,68,MID
69,66,56,10,72,MID
68,67,56,13,54,MID
68,67,64,16,75,MID
69,52,44,15,65,MID
52,67,41,13,78,MID
68,59,32,10,68,MID
65,55,45,8,55,MID
72,59,38,7,62,MID
64,54,39,14,73,MID
64,73,51,16,79,MID
68,67,47,14,67,MID
69,62,49,7,59,MID
67,58,41,8,75,MID
68,59,48,14,57,MID
60,41,27,7,66,MID
65,68,43,11,69,MID
66,62,41,11,76,MID
75,63,38,11,62,MID
70,64,56,6,65,MID
68,61,39,12,74,MID
71,72,58,14,57,MID
60,61,59,15,74,MID
64,40,25,14,72,MID
55,65,49,9,72,MID
70,65,33,13,78,MID
51,43,20,11,65,MID
50,52,18,11,80,MID
66,60,63,16,55,MID
55,69,27,12,69,MID
74,55,28,15,62,MID
53,50,18,13,72,MID
73,59,36,8,65,MID
72,64,49,6,77,MID
75,54,23,15,61,MID
56,55,21,8,71,MID
60,49,29,8,62,MID
64,65,33,15,66,MID
63,40,28,7,69,MID
65,60,25,12,59,MID
73,64,56,11,39,MID
75,68,45,15,68,MID
51,66,55,14,50,MID
53,17,12,62,29,GK
39,13,14,65,15,GK
71,66,57,10,69,MID
75,67,54,8,39,MID
49,21,14,64,43,GK
38,20,17,70,27,GK
55,21,20,68,39,GK
69,66,59,8,66,MID
57,66,54,6,57,MID
63,72,34,12,59,MID
61,68,55,14,78,MID
58,55,31,8,71,MID
57,20,10,62,21,GK
57,64,57,10,80,MID
46,24,13,67,24,GK
64,65,66,13,56,MID
71,62,32,9,73,MID
72,65,44,12,59,MID
73,62,48,8,69,MID
65,63,34,8,76,MID
70,68,60,9,75,MID
75,49,23,15,68,MID
55,62,36,16,70,MID
55,62,57,9,62,MID
65,58,19,7,75,MID
64,67,65,15,57,MID
68,64,28,14,70,MID
64,67,63,8,49,MID
60,64,58,9,81,MID
68,70,50,13,68,MID
50,57,59,16,81,MID
63,53,21,15,71,MID
70,69,50,10,54,MID
69,66,31,9,70,MID
52,71,47,11,53,MID
66,52,23,15,68,MID
56,60,33,12,53,MID
57,60,38,8,63,MID
54,48,22,10,65,MID
56,63,27,11,52,MID
70,63,55,12,67,MID
54,52,28,15,67,MID
50,50,19,10,69,MID
64,65,53,10,59,MID
58,22,9,67,15,GK
75,65,62,9,56,MID
73,65,31,10,62,MID
74,67,58,15,56,MID
60,67,56,11,75,MID
65,75,50,7,60,MID
74,64,54,13,61,MID
26,14,5,67,26,GK
75,50,42,8,78,MID
65,59,35,8,62,MID
62,66,54,7,78,MID
51,66,52,12,64,MID
67,72,49,14,77,MID
50,22,18,75,19,GK
61,68,67,7,55,MID
67,60,32,15,66,MID
49,15,19,70,45,GK
55,63,33,12,75,MID
71,52,30,7,50,MID
61,55,18,15,56,MID
71,75,57,15,46,MID
58,49,27,11,70,MID
30,23,13,67,31,GK
71,54,30,12,60,MID
65,63,63,11,75,MID
67,60,58,6,83,MID
74,53,22,12,83,MID
51,20,12,71,17,GK
70,66,57,8,81,MID
58,64,40,11,61,MID
